,Binomial,Range_km_2,AdultBodyMassG,Order,Family,Genus,RedListStatus,TrophicLevel
4243,Scotophilus leucogaster,5051813.8206502,20.24,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
4244,Scotophilus marovaza,75588.1087042169,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
4245,Scotophilus nigrita,2194595.38318261,27.34,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
4246,Scotophilus nucella,48891.5443808016,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,DD,Insectivore
4247,Scotophilus nux,951637.229656242,30,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
4248,Scotophilus robustus,398674.23269569,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
4249,Scotophilus tandrefana,46266.6746117641,24.74625,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,DD,Insectivore
4250,Scotophilus viridis,4639110.90749176,19.81,CHIROPTERA,VESPERTILIONIDAE,Scotophilus,LC,Insectivore
4251,Scotorepens balstoni,4980130.67039904,11.92,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
4252,Scotorepens greyii,4064359.67495475,10,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
4253,Scotorepens orion,264911.347385998,11.83,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
4254,Scotorepens sanborni,702831.534700129,8.13,CHIROPTERA,VESPERTILIONIDAE,Scotorepens,LC,Insectivore
4255,Scotozous dormeri,2182967.57639718,6.79,CHIROPTERA,VESPERTILIONIDAE,Scotozous,LC,Insectivore
4256,Scutisorex somereni,434019.096048877,91.49,EULIPOTYPHLA,SORICIDAE,Scutisorex,LC,Omnivore
4257,Sekeetamys calurus,200824.164798352,56.61,RODENTIA,MURIDAE,Sekeetamys,LC,Herbivore
4258,Selevinia betpakdalaensis,148696.149973338,17.12,RODENTIA,GLIRIDAE,Selevinia,DD,Insectivore
4260,Semnopithecus dussumieri,1144667.24940298,17200,PRIMATES,CERCOPITHECIDAE,Semnopithecus,LC,Herbivore
4261,Semnopithecus entellus,566285.583500767,12679.29,PRIMATES,CERCOPITHECIDAE,Semnopithecus,LC,Herbivore
4262,Semnopithecus hector,101193.219448754,17200,PRIMATES,CERCOPITHECIDAE,Semnopithecus,NT,Herbivore
4263,Semnopithecus hypoleucos,13360.8584125976,10026.65,PRIMATES,CERCOPITHECIDAE,Semnopithecus,VU,Herbivore
4264,Semnopithecus priam,238728.429938521,17200,PRIMATES,CERCOPITHECIDAE,Semnopithecus,NT,Herbivore
4265,Semnopithecus schistaceus,311603.025435163,19800,PRIMATES,CERCOPITHECIDAE,Semnopithecus,LC,Herbivore
4266,Setifer setosus,590831.483799299,263.22,AFROSORICIDA,TENRECIDAE,Setifer,LC,Insectivore
4268,Sicista armenica,64.089588288575,61.83099239,RODENTIA,DIPODIDAE,Sicista,EN,Omnivore
4269,Sicista betulina,6815784.96984219,8.92,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4270,Sicista caucasica,6726.44194001515,10,RODENTIA,DIPODIDAE,Sicista,VU,Omnivore
4271,Sicista caudata,231134.487236887,28.79945178,RODENTIA,DIPODIDAE,Sicista,DD,Herbivore
4272,Sicista concolor,527672.680639371,7,RODENTIA,DIPODIDAE,Sicista,LC,Herbivore
4273,Sicista kazbegica,3375.93049973464,61.83099239,RODENTIA,DIPODIDAE,Sicista,EN,Omnivore
4274,Sicista kluchorica,7368.93348485858,61.83099239,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4275,Sicista napaea,117902.452902575,10,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4276,Sicista pseudonapaea,26717.9473252787,28.79945178,RODENTIA,DIPODIDAE,Sicista,DD,Omnivore
4277,Sicista severtzovi,350187.317308696,61.83099239,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4278,Sicista strandi,652609.718544169,10.3,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4279,Sicista subtilis,2578200.49759325,11.75,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4280,Sicista tianshanica,358954.357944756,11.5,RODENTIA,DIPODIDAE,Sicista,LC,Omnivore
4281,Sigmodon alleni,174831.201687086,174.09,RODENTIA,CRICETIDAE,Sigmodon,VU,Omnivore
4282,Sigmodon alstoni,840151.953731519,55.7,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
4283,Sigmodon arizonae,345231.185858457,198,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
4284,Sigmodon fulviventer,464212.452542036,195.94,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
4285,Sigmodon hirsutus,761227.033239849,93,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
4286,Sigmodon hispidus,2615433.35867298,110.65,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
4287,Sigmodon inopinatus,13693.2133580915,140.5,RODENTIA,CRICETIDAE,Sigmodon,VU,Omnivore
4288,Sigmodon leucotis,282568.692842347,131.78,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
4289,Sigmodon mascotensis,252526.332548079,120,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
4290,Sigmodon ochrognathus,464610.870353349,122,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
4291,Sigmodon peruanus,98148.7303745138,72,RODENTIA,CRICETIDAE,Sigmodon,LC,Herbivore
4292,Sigmodon toltecus,416841.275710939,160,RODENTIA,CRICETIDAE,Sigmodon,LC,Omnivore
4293,Sigmodontomys alfari,383742.635772465,50,RODENTIA,CRICETIDAE,Sigmodontomys,LC,Herbivore
4295,Sminthopsis archeri,46750.450371515,16,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,DD,Carnivore
4296,Sminthopsis bindi,45580.5774955881,22.21388889,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,NT,Carnivore
4297,Sminthopsis butleri,6808.5146066969,25,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,VU,Insectivore
4298,Sminthopsis crassicaudata,4142162.02537345,15.98,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Insectivore
4299,Sminthopsis dolichura,551945.52174324,14.39,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4300,Sminthopsis douglasi,47163.4781580391,54.99,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,NT,Carnivore
4301,Sminthopsis fuliginosus,15587.1998336306,22.21388889,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,DD,Carnivore
4302,Sminthopsis gilberti,76650.3966443004,19.5,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4303,Sminthopsis granulipes,102939.113771449,25,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4304,Sminthopsis griseoventer,144258.549740479,17.5,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4305,Sminthopsis hirtipes,1034242.96891891,15,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4307,Sminthopsis longicaudata,747533.22964944,18,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Insectivore
4308,Sminthopsis macroura,4298178.57517152,23.56,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4309,Sminthopsis murina,1210282.62936757,17,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4310,Sminthopsis ooldea,1134030.25766977,12.19,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4312,Sminthopsis virginiae,362572.419030116,35.24,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4313,Sminthopsis youngsoni,1373242.47291712,11.14,DASYUROMORPHIA,DASYURIDAE,Sminthopsis,LC,Carnivore
4314,Smutsia gigantea,3476652.50614733,32999.7005,PHOLIDOTA,MANIDAE,Smutsia,VU,Insectivore
4315,Smutsia temminckii,7124222.84726537,10000,PHOLIDOTA,MANIDAE,Smutsia,VU,Insectivore
4316,Solenodon paradoxus,28238.4363402378,899.99,EULIPOTYPHLA,SOLENODONTIDAE,Solenodon,EN,Insectivore
4317,Solisorex pearsoni,481.976994760398,8.157340556,EULIPOTYPHLA,SORICIDAE,Solisorex,EN,Insectivore
4318,Solomys ponceleti,11785.1363556317,1000,RODENTIA,MURIDAE,Solomys,CR,Herbivore
4319,Solomys salamonis,44.4626518415594,647.67,RODENTIA,MURIDAE,Solomys,DD,Herbivore
4320,Solomys salebrosus,11785.1363556317,397,RODENTIA,MURIDAE,Solomys,EN,Herbivore
4321,Solomys sapientis,3824.60088220828,546.01,RODENTIA,MURIDAE,Solomys,EN,Herbivore
4322,Sommeromys macrorhinos,1348.47069004449,141.0605074,RODENTIA,MURIDAE,Sommeromys,DD,Insectivore
4323,Sooretamys angouya,1388660.0604469,120.17,RODENTIA,CRICETIDAE,Sooretamys,LC,Omnivore
4324,Sorex alaskanus,492.050129159521,14,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4325,Sorex alpinus,490549.212833508,8.04,EULIPOTYPHLA,SORICIDAE,Sorex,NT,Insectivore
4326,Sorex antinorii,189663.492405608,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4327,Sorex araneus,13234975.3272951,9.18,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
4328,Sorex arcticus,4534048.44871671,8.19,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4329,Sorex arizonae,62194.6962233484,2.7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4330,Sorex asper,379219.685039809,7.945,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4331,Sorex bairdi,35571.017293637,8.33,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4332,Sorex bedfordiae,585273.223985728,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4333,Sorex bendirii,207253.985714222,15.76,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4334,Sorex buchariensis,47184.3394639077,8.157340556,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4335,Sorex caecutiens,17661462.9571456,6.3,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4336,Sorex camtschatica,446674.713984823,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4337,Sorex cansulus,8787.62906766322,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4338,Sorex cinereus,11571817.3416722,4.2,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4339,Sorex coronatus,884152.946631934,9.32,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4340,Sorex cylindricauda,328529.47414229,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4341,Sorex daphaenodon,8189445.0225595,8.1,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4342,Sorex dispar,334220.128312934,4.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4343,Sorex emarginatus,30455.3994210087,7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4344,Sorex excelsus,200739.815585695,7.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4345,Sorex fumeus,1506441.62059346,7.83,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4346,Sorex gracillimus,1135911.70909564,4.4,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4347,Sorex granarius,69972.232019853,6.39,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4348,Sorex haydeni,1160418.91915553,3.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4349,Sorex hosonoi,10546.7756197559,3.25,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4350,Sorex hoyi,6985312.20536975,3.37,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4351,Sorex isodon,12210882.070774,12.23,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4352,Sorex ixtlanensis,91819.3748731606,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4353,Sorex jacksoni,4929.30635257135,6.01,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4354,Sorex kozlovi,67.0212812336583,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4355,Sorex leucogaster,2065.83423093584,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4356,Sorex longirostris,1643735.30515829,3.29,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
4357,Sorex lyelli,3091.12191317792,4.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4358,Sorex macrodon,12782.0040149717,8.61,EULIPOTYPHLA,SORICIDAE,Sorex,VU,Insectivore
4359,Sorex maritimensis,61239.0263518644,7.2,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4360,Sorex mediopua,56057.7753932219,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4361,Sorex merriami,1800241.37244522,5.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4362,Sorex milleri,11691.4945346869,4.07,EULIPOTYPHLA,SORICIDAE,Sorex,VU,Insectivore
4363,Sorex minutissimus,17484312.7486415,2.46,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4364,Sorex minutus,14289187.7489338,4.32,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4365,Sorex mirabilis,457922.06713135,15,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Carnivore
4366,Sorex monticolus,4519383.12500727,6.92,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4367,Sorex nanus,997400.701070852,2.57,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
4368,Sorex neomexicanus,13600.0700467971,7,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4369,Sorex oreopolus,14769.4251674801,7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4370,Sorex orizabae,56543.0069714935,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4371,Sorex ornatus,194152.241009771,5.31,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4372,Sorex pacificus,58289.0569714535,10.56,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
4373,Sorex palustris,6241652.06036124,13.07,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4374,Sorex planiceps,27733.665863236,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4375,Sorex portenkoi,121526.395552925,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4376,Sorex preblei,688437.07889718,3.14,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4377,Sorex pribilofensis,116.822523372591,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,EN,Insectivore
4378,Sorex raddei,245675.530621037,10,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4379,Sorex roboratus,9304455.74603288,12.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4380,Sorex rohweri,24367.2661367052,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4381,Sorex samniticus,157737.141075198,8.24,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4382,Sorex satunini,412651.462129781,8.157340556,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4383,Sorex saussurei,87986.8750736343,4.65,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4384,Sorex sclateri,33.5055159612423,7,EULIPOTYPHLA,SORICIDAE,Sorex,CR,Insectivore
4385,Sorex shinto,27674.5864552871,6,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4386,Sorex sinalis,106859.550124327,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4387,Sorex sonomae,143285.389686519,8.3,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4388,Sorex stizodon,20.6795095237036,7,EULIPOTYPHLA,SORICIDAE,Sorex,CR,Insectivore
4389,Sorex tenellus,65720.5820248092,3.8,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4390,Sorex thibetanus,261531.635539566,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,DD,Insectivore
4391,Sorex trowbridgii,377587.329050515,5.02,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Omnivore
4392,Sorex tundrensis,16000895.2510781,7.65,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4393,Sorex ugyunak,1412887.01965612,3.6,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4394,Sorex unguiculatus,1193908.5533738,14.11,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4395,Sorex vagrans,973354.384237648,5.99,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4396,Sorex ventralis,63020.5931481823,7,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4397,Sorex veraecrucis,417043.315655052,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4398,Sorex veraepacis,90678.653649383,7.5,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4399,Sorex volnuchini,435340.224423888,17,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4400,Sorex yukonicus,35120.1797459087,7.325418324,EULIPOTYPHLA,SORICIDAE,Sorex,LC,Insectivore
4401,Soriculus nigrescens,136280.154464635,14.58,EULIPOTYPHLA,SORICIDAE,Soriculus,LC,Omnivore
4402,Spalacopus cyanus,76133.8799595939,100.86,RODENTIA,OCTODONTIDAE,Spalacopus,LC,Herbivore
4403,Spalax arenarius,2177.10581259074,147.745,RODENTIA,SPALACIDAE,Spalax,EN,Herbivore
4405,Spalax graecus,46178.5076932316,75.2,RODENTIA,SPALACIDAE,Spalax,NT,Herbivore
4406,Spalax microphthalmus,718769.810906035,470,RODENTIA,SPALACIDAE,Spalax,LC,Herbivore
4407,Spalax uralensis,138482.333037109,157.625,RODENTIA,SPALACIDAE,Spalax,NT,Herbivore
4408,Spalax zemni,170082.228104778,121.1,RODENTIA,SPALACIDAE,Spalax,VU,Herbivore
4410,Spermophilopsis leptodactylus,1268539.87107703,600,RODENTIA,SCIURIDAE,Spermophilopsis,LC,Omnivore
4411,Spermophilus alashanicus,487297.437557475,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4412,Spermophilus brevicauda,564376.622689128,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4413,Spermophilus citellus,450206.097089666,395.97,RODENTIA,SCIURIDAE,Spermophilus,VU,Omnivore
4414,Spermophilus dauricus,1379391.26400553,161.3,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4415,Spermophilus erythrogenys,1727076.54918353,355,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4416,Spermophilus fulvus,1851587.52579813,778.38,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4417,Spermophilus major,629979.864715005,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4418,Spermophilus musicus,1036.68140428759,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore
4419,Spermophilus pallidicauda,699832.260676719,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
4420,Spermophilus pygmaeus,1810725.78819254,173.46,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
4421,Spermophilus ralli,39596.6714590893,246.4344257,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
4422,Spermophilus relictus,188231.566955592,599.99,RODENTIA,SCIURIDAE,Spermophilus,LC,Herbivore
4423,Spermophilus suslicus,804462.878982653,252,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore
4424,Spermophilus taurensis,17726.3602285991,323.2732574,RODENTIA,SCIURIDAE,Spermophilus,LC,Omnivore
4425,Spermophilus xanthoprymnus,442398.825307457,289.667,RODENTIA,SCIURIDAE,Spermophilus,NT,Omnivore
4426,Sphaerias blanfordi,471484.965729409,28.88,CHIROPTERA,PTEROPODIDAE,Sphaerias,LC,Herbivore
4427,Sphaeronycteris toxophyllum,3805121.93841997,16.06,CHIROPTERA,PHYLLOSTOMIDAE,Sphaeronycteris,DD,Herbivore
4428,Spilocuscus kraemeri,1892.77916557185,5753.64,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,NT,Herbivore
4429,Spilocuscus maculatus,886128.486211063,4060.46,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,LC,Herbivore
4430,Spilocuscus papuensis,3142.73356201025,5271.363333,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,VU,Herbivore
4431,Spilocuscus rufoniger,178072.373838521,5999.99,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,CR,Herbivore
4432,Spilocuscus wilsoni,2524.15871159587,5271.363333,DIPROTODONTIA,PHALANGERIDAE,Spilocuscus,CR,Herbivore
4433,Spilogale angustifrons,777392.687348471,340.997,CARNIVORA,MEPHITIDAE,Spilogale,LC,Omnivore
4434,Spilogale gracilis,3825098.69766483,466.5,CARNIVORA,MEPHITIDAE,Spilogale,LC,Omnivore
4435,Spilogale putorius,2979663.43034257,566.49,CARNIVORA,MEPHITIDAE,Spilogale,VU,Carnivore
4436,Spilogale pygmaea,95503.3067487729,365,CARNIVORA,MEPHITIDAE,Spilogale,VU,Omnivore
4437,Srilankamys ohiensis,1707.50162204063,125,RODENTIA,MURIDAE,Srilankamys,VU,Omnivore
4438,Steatomys bocagei,573971.213210388,4.010694547,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4439,Steatomys caurinus,1058280.71827409,44.75,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4440,Steatomys cuppedius,1074999.59692887,4.010694547,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4441,Steatomys jacksoni,620.212320733507,21.2873413,RODENTIA,NESOMYIDAE,Steatomys,DD,Omnivore
4442,Steatomys krebsii,979344.082407801,20.67,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4443,Steatomys opimus,720991.507405964,40,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4444,Steatomys parvus,1128028.02453877,4.99,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4445,Steatomys pratensis,3477943.67659143,30.58,RODENTIA,NESOMYIDAE,Steatomys,LC,Omnivore
4446,Stenocephalemys albipes,360890.336000993,48,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore
4447,Stenocephalemys albocaudata,12140.1608478828,144,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore
4448,Stenocephalemys griseicauda,38987.8358761246,85.75,RODENTIA,MURIDAE,Stenocephalemys,LC,Omnivore
4449,Stenocephalemys ruppi,4073.1339741549,48.99,RODENTIA,MURIDAE,Stenocephalemys,DD,Omnivore
4450,Stenoderma rufum,9281.02627665412,21.1,CHIROPTERA,PHYLLOSTOMIDAE,Stenoderma,NT,Herbivore
4451,Stochomys longicaudatus,1866728.42852625,70.95,RODENTIA,MURIDAE,Stochomys,LC,Omnivore
4452,Strigocuscus celebensis,172973.190452263,1000,DIPROTODONTIA,PHALANGERIDAE,Strigocuscus,VU,Herbivore
4453,Strigocuscus pelengensis,6411.26465643853,1000,DIPROTODONTIA,PHALANGERIDAE,Strigocuscus,LC,Herbivore
4454,Sturnira aratathomasi,72661.7804571533,49.67,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4455,Sturnira bidens,705271.023163514,18.05,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4456,Sturnira bogotensis,501249.81368641,19.94,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4457,Sturnira erythromos,2534332.81549011,15.53,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4458,Sturnira lilium,4859693.01862684,20.19,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4459,Sturnira ludovici,1216334.34422504,21,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4460,Sturnira luisi,340294.390310364,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4461,Sturnira magna,1568130.10962654,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4462,Sturnira mistratensis,2274.11444994153,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,DD,Herbivore
4463,Sturnira mordax,28315.6185535776,11.79,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,NT,Herbivore
4464,Sturnira nana,2319.44077604472,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,EN,Herbivore
4465,Sturnira oporaphilum,1015533.53239021,21.99,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4466,Sturnira sorianoi,25210.9151145524,22.50555556,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,DD,Herbivore
4467,Sturnira tildae,10660603.8866139,24.39,CHIROPTERA,PHYLLOSTOMIDAE,Sturnira,LC,Herbivore
4468,Styloctenium mindorensis,485.347633489317,172.42,CHIROPTERA,PTEROPODIDAE,Styloctenium,DD,Herbivore
4469,Styloctenium wallacei,170647.353702226,172.42,CHIROPTERA,PTEROPODIDAE,Styloctenium,NT,Herbivore
4470,Stylodipus andrewsi,941378.838540859,55,RODENTIA,DIPODIDAE,Stylodipus,LC,Herbivore
4471,Stylodipus sungorus,22463.1516860359,55,RODENTIA,DIPODIDAE,Stylodipus,LC,Herbivore
4472,Stylodipus telum,1341020.21677224,59.99,RODENTIA,DIPODIDAE,Stylodipus,LC,Omnivore
4473,Suncus aequatorius,491.260621997143,6.5,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4474,Suncus ater,571.792299660297,10.20875,EULIPOTYPHLA,SORICIDAE,Suncus,DD,Insectivore
4475,Suncus dayi,202.386246508876,9.43,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4476,Suncus etruscus,3765356.74974906,2.26,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4477,Suncus fellowesgordoni,212.842403030364,1.95,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4478,Suncus hosei,12477.7449535795,10.20875,EULIPOTYPHLA,SORICIDAE,Suncus,DD,Insectivore
4479,Suncus infinitesimus,131986.502453946,4.4,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4480,Suncus lixus,1437678.10069736,8,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4482,Suncus malayanus,171595.752110828,4.99,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4483,Suncus megalura,4239947.20385888,5.38,EULIPOTYPHLA,SORICIDAE,Suncus,LC,Insectivore
4484,Suncus mertensi,28.3257975344866,7.95,EULIPOTYPHLA,SORICIDAE,Suncus,EN,Insectivore
4485,Suncus montanus,5369.61471291432,18,EULIPOTYPHLA,SORICIDAE,Suncus,VU,Insectivore
