,binomial,Range_km_2,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
944,Cryptotis gracilis,13696.238088047328,13696.1505774849,7.0,VU,Insectivore,EULIPOTYPHLA
945,Cryptotis griseoventris,156.78511385969549,156.785142087698,9.0,EN,Insectivore,EULIPOTYPHLA
946,Cryptotis hondurensis,96.61644189319752,96.6165037734648,8.417492407000001,DD,Insectivore,EULIPOTYPHLA
947,Cryptotis magna,14384.92692435828,14384.643894073,7.0,VU,Insectivore,EULIPOTYPHLA
948,Cryptotis mayensis,136568.78413430759,136563.231687636,5.0,LC,Insectivore,EULIPOTYPHLA
949,Cryptotis medellinia,14039.021359044284,14038.8167111264,16.0,LC,Insectivore,EULIPOTYPHLA
950,Cryptotis meridensis,13485.18475595925,13485.2069371489,12.63,VU,Insectivore,EULIPOTYPHLA
951,Cryptotis merriami,95422.12092687306,95421.54433483051,5.0,LC,Insectivore,EULIPOTYPHLA
952,Cryptotis mexicana,31917.505643692573,31916.091984232997,7.0,LC,Insectivore,EULIPOTYPHLA
953,Cryptotis montivaga,29768.556814565745,29768.5351332464,11.29,LC,Insectivore,EULIPOTYPHLA
954,Cryptotis nelsoni,26.78584824912093,26.7858482145226,8.0,CR,Insectivore,EULIPOTYPHLA
955,Cryptotis nigrescens,21177.624088839177,21177.621773681298,8.32,LC,Insectivore,EULIPOTYPHLA
956,Cryptotis obscura,14447.681488807868,14446.6130249877,6.9,LC,Insectivore,EULIPOTYPHLA
957,Cryptotis orophila,119614.01059692397,102688.79755349,8.417492407000001,DD,Insectivore,EULIPOTYPHLA
958,Cryptotis parva,4121717.6314588836,4122005.68822711,4.97,LC,Insectivore,EULIPOTYPHLA
959,Cryptotis peregrina,684.6292835732705,684.989606526257,8.417492407000001,DD,Insectivore,EULIPOTYPHLA
960,Cryptotis peruviensis,13995.033550209228,7536.02309710725,8.417492407000001,DD,Insectivore,EULIPOTYPHLA
961,Cryptotis phillipsii,5969.6034674845105,5969.88606542037,8.3,VU,Insectivore,EULIPOTYPHLA
962,Cryptotis squamipes,38079.786774493376,38079.8116816932,11.0,LC,Insectivore,EULIPOTYPHLA
963,Cryptotis tamensis,5984.260405623675,5984.294515782939,8.417492407000001,LC,Insectivore,EULIPOTYPHLA
964,Cryptotis thomasi,23697.700339229064,23699.2064298506,11.77,LC,Insectivore,EULIPOTYPHLA
965,Cryptotis tropicalis,102824.76641829417,109304.889323329,8.417492407000001,DD,Insectivore,EULIPOTYPHLA
966,Ctenodactylus gundi,132759.4598208101,132731.692492564,288.41,LC,Herbivore,RODENTIA
967,Ctenodactylus vali,57361.45306486899,57358.200887363,173.6,DD,Herbivore,RODENTIA
968,Ctenomys argentinus,27067.227118477324,27074.7294153819,221.3,NT,Herbivore,RODENTIA
969,Ctenomys australis,38471.25438953655,38461.0209156627,403.32,EN,Herbivore,RODENTIA
970,Ctenomys azarae,7814.119056729207,7813.36807979979,400.0,VU,Herbivore,RODENTIA
971,Ctenomys bergi,5375.834342386628,5375.56262785329,5.428350776,VU,Herbivore,RODENTIA
972,Ctenomys boliviensis,133220.12194409847,133229.661129606,462.6,LC,Herbivore,RODENTIA
973,Ctenomys bonettoi,19378.962548406216,19378.028989936498,202.3,EN,Herbivore,RODENTIA
974,Ctenomys brasiliensis,3543.0208542820897,203838.00960885,400.0,DD,Herbivore,RODENTIA
975,Ctenomys colburni,173488.75147374562,718.2094875496359,400.0,DD,Herbivore,RODENTIA
976,Ctenomys coludo,33788.61144784776,9246.195890304309,264.77841589999997,DD,Herbivore,RODENTIA
977,Ctenomys conoveri,98397.45471863025,98393.56113924741,859.99,LC,Herbivore,RODENTIA
978,Ctenomys coyhaiquensis,18160.550251296263,227.196552935194,264.77841589999997,DD,Herbivore,RODENTIA
979,Ctenomys dorbignyi,85262.91062260677,8816.07975480211,264.77841589999997,NT,Herbivore,RODENTIA
980,Ctenomys dorsalis,35978.35328353936,11127.2336198215,165.6,DD,Herbivore,RODENTIA
981,Ctenomys emilianus,26286.474155667263,9659.88217987703,285.29,NT,Herbivore,RODENTIA
982,Ctenomys famosus,39214.68006407135,559.538718538586,264.77841589999997,DD,Herbivore,RODENTIA
983,Ctenomys flamarioni,35819.570296532176,7846.5905532079505,264.77841589999997,EN,Herbivore,RODENTIA
984,Ctenomys fochi,37823.54279471716,524.455712211729,264.77841589999997,DD,Herbivore,RODENTIA
985,Ctenomys fodax,43180.742599347854,1828.1653123872,264.77841589999997,DD,Herbivore,RODENTIA
986,Ctenomys frater,217658.97224031508,217645.375535278,172.9,LC,Herbivore,RODENTIA
987,Ctenomys fulvus,97098.2405526304,74450.3219063264,279.88,LC,Herbivore,RODENTIA
988,Ctenomys goodfellowi,22596.314000162405,22596.2699842295,5.428350776,LC,Herbivore,RODENTIA
989,Ctenomys haigi,26893.829011947288,26901.840378244102,164.0,LC,Herbivore,RODENTIA
990,Ctenomys johannis,48453.85050020627,238.064815974546,264.77841589999997,DD,Herbivore,RODENTIA
991,Ctenomys juris,42786.10079777031,704.874898153277,264.77841589999997,DD,Herbivore,RODENTIA
992,Ctenomys knighti,42362.67225397946,8240.90188198468,316.0,DD,Herbivore,RODENTIA
993,Ctenomys lami,11408.116300022624,11405.5105002597,264.77841589999997,VU,Herbivore,RODENTIA
994,Ctenomys latro,6530.897369223381,6530.96407451422,192.0,VU,Herbivore,RODENTIA
995,Ctenomys leucodon,11433.568925459364,11433.9332526949,243.6,LC,Herbivore,RODENTIA
996,Ctenomys lewisi,4752.3639774486965,4752.39161281001,117.2,LC,Herbivore,RODENTIA
997,Ctenomys magellanicus,252528.28266649114,78725.9492019984,271.44,VU,Herbivore,RODENTIA
998,Ctenomys maulinus,51469.22456089595,51466.0066246307,215.0,LC,Herbivore,RODENTIA
999,Ctenomys mendocinus,137027.55753933146,137011.284696113,178.44,LC,Herbivore,RODENTIA
1000,Ctenomys minutus,54965.983360000995,73655.728448254,92.0,DD,Herbivore,RODENTIA
1001,Ctenomys occultus,38100.1230777603,38100.9015520719,150.0,EN,Herbivore,RODENTIA
1002,Ctenomys opimus,288109.6973280229,288127.495588624,327.05,LC,Herbivore,RODENTIA
1003,Ctenomys osvaldoreigi,44980.746589545306,44982.6625590037,264.77841589999997,CR,Herbivore,RODENTIA
1004,Ctenomys pearsoni,23370.82178897353,11527.6371088762,212.0,NT,Herbivore,RODENTIA
1005,Ctenomys perrensi,45264.47102741446,45294.287218195495,400.0,LC,Herbivore,RODENTIA
1006,Ctenomys peruanus,5463.780515049349,5464.14262848813,488.36,LC,Herbivore,RODENTIA
1007,Ctenomys pilarensis,45773.227107752624,1279.69440409899,264.77841589999997,EN,Herbivore,RODENTIA
1008,Ctenomys pontifex,82206.06862184248,947.218873333674,400.0,DD,Herbivore,RODENTIA
1009,Ctenomys porteousi,33104.5696234312,33106.3423363421,192.4,NT,Herbivore,RODENTIA
1010,Ctenomys pundti,10500.55024639237,10499.2932793852,163.05,VU,Herbivore,RODENTIA
1011,Ctenomys rionegrensis,86821.25407839981,86781.047523299,5.428350776,EN,Herbivore,RODENTIA
1012,Ctenomys roigi,84.65956235970334,84.65954621819,264.77841589999997,CR,Herbivore,RODENTIA
1013,Ctenomys saltarius,78377.59704236187,2780.0492252227505,230.0,DD,Herbivore,RODENTIA
1014,Ctenomys scagliai,59105.219278277094,166.72348780201202,264.77841589999997,DD,Herbivore,RODENTIA
1015,Ctenomys sericeus,41580.51691094935,306.685103839955,400.0,DD,Herbivore,RODENTIA
1016,Ctenomys sociabilis,22795.877432910213,22795.8775052598,400.0,CR,Herbivore,RODENTIA
1017,Ctenomys steinbachi,19201.345998910714,19203.8417804056,384.99,LC,Herbivore,RODENTIA
1018,Ctenomys talarum,51329.03793852801,51288.377068065,140.84,LC,Herbivore,RODENTIA
1019,Ctenomys torquatus,241182.3776747576,240794.28982881698,209.49,LC,Herbivore,RODENTIA
1020,Ctenomys tuconax,52551.27486684547,738.648396696393,248.99,DD,Herbivore,RODENTIA
1021,Ctenomys tucumanus,41465.68600697723,7703.714617029449,217.0,DD,Herbivore,RODENTIA
1022,Ctenomys tulduco,143.16133612609894,143.161336150551,264.77841589999997,DD,Herbivore,RODENTIA
1023,Ctenomys validus,56216.32498648462,832.93570909917,232.6,DD,Herbivore,RODENTIA
1024,Ctenomys viperinus,67505.52915683927,285.482713204068,264.77841589999997,DD,Herbivore,RODENTIA
1025,Ctenomys yolandae,56247.02519483775,393.41608189535106,264.77841589999997,DD,Herbivore,RODENTIA
1026,Cuniculus paca,13436581.622122264,13330023.364072198,8172.55,LC,Herbivore,RODENTIA
1027,Cuniculus taczanowskii,406875.8460656983,406861.255628035,8999.95,NT,Omnivore,RODENTIA
1028,Cuon alpinus,3443447.1122266822,3444017.91678751,15800.0,EN,Carnivore,CARNIVORA
1029,Cuscomys ashaninka,44.22602205562529,44.2260177945607,164.2793,DD,Herbivore,RODENTIA
1030,Cyclopes didactylus,7890845.318288175,7892634.35975835,263.95,LC,Insectivore,PILOSA
1031,Cynictis penicillata,2252272.0085329404,2252374.38748174,694.41,LC,Carnivore,CARNIVORA
1032,Cynocephalus volans,120524.27129008056,120524.268005486,1250.0,LC,Herbivore,DERMOPTERA
1033,Cynogale bennettii,1090113.1168209724,1090109.40684715,4246.57,EN,Omnivore,CARNIVORA
1034,Cynomops abrasus,9896448.608709931,9897222.82621561,35.39,DD,Insectivore,CHIROPTERA
1035,Cynomops greenhalli,4471054.649884241,4472126.11942852,15.87,LC,Insectivore,CHIROPTERA
1036,Cynomops mexicanus,236534.50651775135,236547.61050567,19.065,LC,Insectivore,CHIROPTERA
1037,Cynomops paranus,6857887.347870318,6866885.27682439,12.16,DD,Insectivore,CHIROPTERA
1038,Cynomops planirostris,11449114.473263364,11450257.0447769,12.84,LC,Insectivore,CHIROPTERA
1039,Cynomys gunnisoni,309494.86678199586,309504.08961559396,797.93,LC,Herbivore,RODENTIA
1040,Cynomys leucurus,269518.7213283072,269601.970625806,963.76,LC,Herbivore,RODENTIA
1041,Cynomys ludovicianus,1820846.703670393,1820824.73589671,797.05,LC,Herbivore,RODENTIA
1042,Cynomys mexicanus,13333.242882187176,584.004012762556,899.98,EN,Herbivore,RODENTIA
1043,Cynomys parvidens,31818.2401597058,8276.42211218784,899.98,EN,Omnivore,RODENTIA
1044,Cynopterus brachyotis,2687885.8506348035,2699824.26668485,33.87,LC,Herbivore,CHIROPTERA
1045,Cynopterus horsfieldii,1485601.3586872362,1485603.33365054,56.01,LC,Herbivore,CHIROPTERA
1046,Cynopterus luzoniensis,455804.7388696013,455804.74018316297,43.873999999999995,LC,Herbivore,CHIROPTERA
1047,Cynopterus minutus,1461294.0280629077,1461294.07062865,26.45,LC,Herbivore,CHIROPTERA
1048,Cynopterus nusatenggara,85669.00806942486,85669.0169123876,43.873999999999995,LC,Herbivore,CHIROPTERA
1049,Cynopterus sphinx,6455955.604445761,6456511.57005329,44.71,LC,Herbivore,CHIROPTERA
1050,Cynopterus titthaecheilus,598087.1131582672,598087.135346501,58.33,LC,Herbivore,CHIROPTERA
1051,Cyttarops alecto,687798.2094909013,687747.272856871,5.3,LC,Insectivore,CHIROPTERA
1052,Dacnomys millardi,41719.40068575161,41720.6842754096,141.0605074,DD,Omnivore,RODENTIA
1053,Dactylomys boliviensis,337052.6738279194,336905.939846193,728.8,LC,Herbivore,RODENTIA
1054,Dactylomys dactylinus,3305337.138311473,3306574.86348067,649.98,LC,Herbivore,RODENTIA
1055,Dactylomys peruanus,163.76688256251163,163.76688255950899,382.0,DD,Herbivore,RODENTIA
1056,Dactylonax palpator,213287.27895894521,213289.186467804,359.0,LC,Insectivore,DIPROTODONTIA
1057,Dactylopsila megalura,62967.809749233325,62974.324445313396,319.2747,LC,Omnivore,DIPROTODONTIA
1058,Dactylopsila tatei,144.86647164710695,144.866537008237,252.0,EN,Omnivore,DIPROTODONTIA
1059,Dactylopsila trivirgata,765393.741678135,765397.191706842,413.41,LC,Insectivore,DIPROTODONTIA
1060,Dama dama,4018662.2633362985,188667.439204412,57224.61,LC,Herbivore,CETARTIODACTYLA
1061,Dama mesopotamica,614.2013538473151,66.3172935961025,57224.61,EN,Herbivore,CETARTIODACTYLA
1062,Damaliscus lunatus,1840644.2593511837,1840650.54845633,136000.3,LC,Herbivore,CETARTIODACTYLA
1063,Damaliscus pygargus,395531.2189506419,395523.694509825,77784.55,LC,Herbivore,CETARTIODACTYLA
1064,Dasycercus blythi,1470446.4418049736,1471982.42354273,99.54,LC,Carnivore,DASYUROMORPHIA
1065,Dasycercus cristicauda,114861.74063241211,114850.907654436,99.54,NT,Carnivore,DASYUROMORPHIA
1066,Dasykaluta rosamondae,386504.0704414391,386578.707684164,32.17,LC,Carnivore,DASYUROMORPHIA
1067,Dasymys foxi,51936.20941748879,51938.2579251464,81.91666667,DD,Herbivore,RODENTIA
1068,Dasymys incomtus,6435499.077208327,6435516.15223537,127.75,LC,Herbivore,RODENTIA
1069,Dasymys montanus,1879.3537246434194,1879.35386199966,59.0,EN,Herbivore,RODENTIA
1070,Dasymys nudipes,137648.65284578406,137662.43478607,81.91666667,DD,Herbivore,RODENTIA
1071,Dasymys rufulus,1666841.1048637384,1666893.48208318,59.0,LC,Herbivore,RODENTIA
1072,Dasyprocta azarae,1667412.94015241,1667306.94733428,2976.81,DD,Herbivore,RODENTIA
1073,Dasyprocta coibae,497.2431461853456,500.487574962799,8.082422901000001,VU,Herbivore,RODENTIA
1074,Dasyprocta fuliginosa,2612207.538509162,2612229.72989798,3500.02,LC,Herbivore,RODENTIA
1075,Dasyprocta guamara,7993.85043977413,22949.4499089629,2650.03,NT,Herbivore,RODENTIA
1076,Dasyprocta kalinowskii,67070.9786434134,67067.98481489871,2650.03,DD,Herbivore,RODENTIA
1077,Dasyprocta leporina,4557264.614816005,4557311.76387937,3009.99,LC,Herbivore,RODENTIA
1078,Dasyprocta mexicana,107851.99077550591,70123.86015228361,4999.99,CR,Herbivore,RODENTIA
1079,Dasyprocta prymnolopha,1929725.4600317848,1929753.31273746,2900.0,LC,Herbivore,RODENTIA
1080,Dasyprocta punctata,1306844.9188700148,1306837.6692217,2309.12,LC,Herbivore,RODENTIA
1081,Dasyprocta ruatanica,156.60559160990297,156.605087809454,2300.0,EN,Herbivore,RODENTIA
1082,Dasypus hybridus,1423871.7958272127,1423649.70270702,1500.0,NT,Insectivore,CINGULATA
1083,Dasypus kappleri,6028938.765735385,6028982.90585573,9702.83,LC,Insectivore,CINGULATA
1084,Dasypus novemcinctus,18204752.474528003,18207315.624616,3949.01,LC,Insectivore,CINGULATA
1085,Dasypus pilosus,53161.412043224256,53166.27141829809,4444.98,DD,Insectivore,CINGULATA
1086,Dasypus sabanicola,441446.0296498887,441453.960477395,1150.01,NT,Insectivore,CINGULATA
1087,Dasypus septemcinctus,5796764.699707212,5799177.43045593,1526.64,LC,Insectivore,CINGULATA
1088,Dasypus yepesi,22452.508244093195,22458.4867095458,3712.245,DD,Insectivore,CINGULATA
1089,Dasyuroides byrnei,71536.76725044867,71511.1830036305,109.47,VU,Carnivore,DASYUROMORPHIA
1090,Dasyurus albopunctatus,580300.8346003661,580310.276111419,603.48,NT,Carnivore,DASYUROMORPHIA
1091,Dasyurus geoffroii,188703.64696792196,188679.587142825,1106.62,NT,Insectivore,DASYUROMORPHIA
1092,Dasyurus hallucatus,331642.18917799694,331666.908787111,470.92,EN,Insectivore,DASYUROMORPHIA
1093,Dasyurus maculatus,464971.47509716416,464968.773942875,3284.15,NT,Omnivore,DASYUROMORPHIA
1094,Dasyurus spartacus,26551.622930681056,26551.5602612246,885.67,NT,Omnivore,DASYUROMORPHIA
1095,Dasyurus viverrinus,63883.69012393363,63883.69701959901,1101.49,EN,Omnivore,DASYUROMORPHIA
1096,Daubentonia madagascariensis,125074.43551277577,125073.19711231401,2731.37,EN,Omnivore,PRIMATES
1097,Delanymys brooksi,3946.3346011602102,3946.31650057435,4.99,VU,Omnivore,RODENTIA
1098,Delomys collinus,88365.3871805,88348.58932511038,67.0,LC,Omnivore,RODENTIA
1099,Delomys dorsalis,292213.8670156725,291972.006583829,67.5,LC,Omnivore,RODENTIA
1100,Delomys sublineatus,150911.45165123875,150814.59065820198,89.99,LC,Omnivore,RODENTIA
1101,Deltamys kempi,141587.6854647118,141581.99543896,26.4,LC,Omnivore,RODENTIA
1102,Dendrogale melanura,33542.55570809839,68970.5374194026,59.99,DD,Insectivore,SCANDENTIA
1103,Dendrogale murina,204368.86360693417,204367.539816502,49.99,LC,Insectivore,SCANDENTIA
1104,Dendrohyrax arboreus,2446076.4870093875,2446114.40625527,2981.11,LC,Herbivore,HYRACOIDEA
1105,Dendrohyrax dorsalis,3057672.5884252405,3057808.982622,3174.99,LC,Herbivore,HYRACOIDEA
1106,Dendrohyrax validus,37809.99150452127,37809.884532864,2430.0,NT,Herbivore,HYRACOIDEA
1107,Dendrolagus bennettianus,3562.4835009918534,3562.4576643863106,10458.82,NT,Herbivore,DIPROTODONTIA
1108,Dendrolagus dorianus,39846.759053860995,39847.2474475015,8976.58,VU,Herbivore,DIPROTODONTIA
1109,Dendrolagus goodfellowi,114877.91565727012,114894.762692109,7948.78,EN,Herbivore,DIPROTODONTIA
1110,Dendrolagus inustus,144432.81890889426,144442.130413362,12625.0,VU,Herbivore,DIPROTODONTIA
1111,Dendrolagus lumholtzi,7382.8641080308425,7383.08232116359,6649.97,NT,Herbivore,DIPROTODONTIA
1112,Dendrolagus matschiei,13584.440850206185,12712.4964374169,8293.4,EN,Herbivore,DIPROTODONTIA
1113,Dendrolagus mbaiso,5558.292994600433,5558.3088429959,9395.06,EN,Herbivore,DIPROTODONTIA
1114,Dendrolagus notatus,84950.00126189223,84949.909262064,9469.198333,EN,Herbivore,DIPROTODONTIA
1115,Dendrolagus pulcherrimus,235.41031125652592,235.41010481597698,8025.0,CR,Herbivore,DIPROTODONTIA
1116,Dendrolagus scottae,1246.3569181040527,1246.35828278349,9958.58,CR,Herbivore,DIPROTODONTIA
1117,Dendrolagus spadix,49874.31007663308,49872.4423549554,8468.2,VU,Herbivore,DIPROTODONTIA
1118,Dendrolagus stellarum,46924.904861554576,46918.5162994365,9581.0,VU,Herbivore,DIPROTODONTIA
1119,Dendrolagus ursinus,28295.84726472863,28295.8826108744,13249.99,VU,Herbivore,DIPROTODONTIA
1120,Dendromus insignis,26896.863888675554,26896.866917865696,11.050999999999998,LC,Omnivore,RODENTIA
1121,Dendromus kahuziensis,122.94538226366684,122.945379598018,3.009225357,CR,Omnivore,RODENTIA
1122,Dendromus kivu,27532.341481633357,27532.342453905498,8.508934408,LC,Omnivore,RODENTIA
1123,Dendromus lovati,38666.75659687366,38666.7343591981,12.0,LC,Omnivore,RODENTIA
1124,Dendromus melanotis,4308159.881640477,4305598.26815764,9.1,LC,Omnivore,RODENTIA
1125,Dendromus mesomelas,588649.4659864618,588635.036541536,10.2,LC,Omnivore,RODENTIA
1126,Dendromus messorius,60941.71188430685,60941.429325480196,4.039489771,LC,Omnivore,RODENTIA
1127,Dendromus mystacalis,2937070.7696578023,2937067.5627218,8.17,LC,Omnivore,RODENTIA
1128,Dendromus nyikae,2375781.5672698715,2375792.29277555,15.0,LC,Omnivore,RODENTIA
1129,Dendromus oreas,1370.2021454813134,1370.20042905675,4.010694547,LC,Omnivore,RODENTIA
1130,Dendromus vernayi,318.1380886790827,318.13808729431,8.508934408,DD,Omnivore,RODENTIA
1131,Dendroprionomys rousseloti,281.749671696562,281.749406135777,115.83282120000001,DD,Insectivore,RODENTIA
1132,Deomys ferrugineus,1293567.5766684485,1293571.91103008,57.6,LC,Insectivore,RODENTIA
1133,Dephomys defua,426031.05230474315,426036.66180044296,43.05,LC,Omnivore,RODENTIA
1134,Desmana moschata,1215779.5925287362,1215827.27873744,427.64,EN,Insectivore,EULIPOTYPHLA
1135,Desmodilliscus braueri,3380052.7914718753,3380204.82592968,10.0,LC,Herbivore,RODENTIA
1136,Desmodillus auricularis,1955062.2640239194,1955065.21721482,54.81,LC,Omnivore,RODENTIA
1137,Desmodus rotundus,17726359.126310777,17726517.723851603,33.16,LC,Insectivore,CHIROPTERA
1138,Desmomys harringtoni,265251.4817606189,265251.68828068103,89.99,LC,Omnivore,RODENTIA
1139,Desmomys yaldeni,9679.515092170652,9679.526759124641,89.99,VU,Omnivore,RODENTIA
1140,Diaemus youngi,13058206.429840332,13059176.1786599,36.71,LC,Insectivore,CHIROPTERA
1141,Dicerorhinus sumatrensis,8510.954560427337,8510.94988941654,1046156.0,CR,Herbivore,PERISSODACTYLA
1142,Diceros bicornis,7200967.1910197325,5299790.75394198,995940.5,CR,Herbivore,PERISSODACTYLA
1143,Diclidurus albus,12496308.388466183,12498370.8972842,16.56,LC,Insectivore,CHIROPTERA
1144,Diclidurus ingens,2088132.058188806,2088305.71617508,12.3,DD,Insectivore,CHIROPTERA
1145,Diclidurus scutatus,1540581.5306352929,1540643.00428393,13.62,LC,Insectivore,CHIROPTERA
1146,Dicrostonyx groenlandicus,2562411.181017778,2561819.0407633,58.44,LC,Herbivore,RODENTIA
1147,Dicrostonyx hudsonius,492576.53868892393,492354.102385894,57.0,LC,Herbivore,RODENTIA
1148,Dicrostonyx nelsoni,334089.0642345584,334105.007402516,55.0,LC,Herbivore,RODENTIA
1149,Dicrostonyx nunatakensis,54586.10580583035,54570.0760433841,54.4,LC,Herbivore,RODENTIA
1150,Dicrostonyx richardsoni,405394.5326192548,405227.617551952,55.0,LC,Herbivore,RODENTIA
1151,Dicrostonyx torquatus,2616020.381179887,2615996.34635096,78.77,LC,Herbivore,RODENTIA
1152,Dicrostonyx unalascensis,4510.242094434593,4510.23875108796,59.76833333,DD,Herbivore,RODENTIA
1153,Dicrostonyx vinogradovi,7784.6205307120545,7788.522866369571,59.76833333,DD,Herbivore,RODENTIA
1154,Didelphis albiventris,6797489.867092979,6795565.81610208,1030.47,LC,Omnivore,DIDELPHIMORPHIA
1155,Didelphis aurita,1447726.3356813488,1446047.96351288,1105.88,LC,Omnivore,DIDELPHIMORPHIA
1156,Didelphis imperfecta,530394.7923701109,530382.9590722889,904.003,LC,Omnivore,DIDELPHIMORPHIA
1157,Didelphis marsupialis,9324107.298164316,9324399.94537327,1134.75,LC,Omnivore,DIDELPHIMORPHIA
1158,Didelphis pernigra,1033723.9765306384,1033727.90207289,904.003,LC,Omnivore,DIDELPHIMORPHIA
1159,Didelphis virginiana,6032869.68850477,6033226.93742495,2442.08,LC,Omnivore,DIDELPHIMORPHIA
1160,Dinaromys bogdanovi,79580.1661559314,79580.4899749635,56.0,VU,Herbivore,RODENTIA
1161,Dinomys branickii,1390160.9015030481,1390156.69988818,12500.0,LC,Herbivore,RODENTIA
1162,Diomys crumpi,96.60472530975849,96.6047238953972,141.0605074,DD,Omnivore,RODENTIA
1163,Diphylla ecaudata,8093132.201678378,8092435.59314534,28.11,LC,Insectivore,CHIROPTERA
1164,Diplogale hosei,100926.11201520187,100926.109775774,1450.0,VU,Insectivore,CARNIVORA
